"date","councilmember","budget","traffic","public transit","utilities-light","utilities-heat","utilities-water","utilities-electric","civil unrest","civil rights","parks","labor","housing","homelessness","political-legislation","political-city council","political-mayor","political-general","crime","police-general","police-controversy","police-political","public safety","public health","public services","covid-general","covid-vaccines","covid-masks","infrastructure","business","real estate","welfare-unemployment","welfare-food","economics","environmental","sports"
2023-08-08,"Morales",0,0,0,0,0,0,0,0,0,1.26948065999095,0,0,0,0,0,0,0,0,0.16178410157697,0,0,0,0,3.00246073577646,0,0,0,1.20069763479121,0,0,0,0,0,0,5.34739496004808
2023-08-08,"Lewis",0,0,0,0,0,0,0,0,0,0.90890412362481,0.62164045552943,0,0,1.09298534567749,0.80894889050105,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71017658891737,0,0.65444489661278,0.11624906606141,1.70145598913484,0,0
2023-08-07,"Morales",0,0,0,0,0,0,0,0,0,1.26948065999095,0,0,0,0,0,0,0,0,0.16178410157697,0,0,0,0,3.00246073577646,0,0,0,1.20069763479121,0,0,0,0,0,0,5.34739496004808
2023-08-07,"Herbold",2.04072148732645,1.84013118484623,0,0,0,0,0,0,0,2.9023717583549,0,0,0,0,1.25424938609968,1.78209208906646,2.17734537540146,3.06889670002212,2.09254251105699,0.65192390442325,1.70873426213118,2.28424737120594,2.47665596291364,3.14519010505294,0.50751869231614,0,0,0.98634115496796,2.30392288078155,0,0,0,1.53966406770794,0.55732864528334,1.71567098281097
2023-08-02,"Lewis",1.01333417043006,0,0,0,0,0,0,0,0,0,0,0.25644335823042,0,1.61048581039108,0,0,0,0,0,0,0,0,0,0.1245685511504,0,0,0,0,0,0.56317092776873,0,0,0,0,0.93327107624326
2023-08-01,"Kshama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4118802512304,0.3000968907101,0.65040495294165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89115861891851
2023-07-31,"Morales",0,0,0,0,0,0,0,0,0,0,0.62538747831605,0,0,0,0,0,0,0.0844305947185999,1.27009610334958,1.24820940576982,1.5906303783356,1.38927130715597,0,0.83960664468727,0,0,0,0,0,0,0,0,0,0,0
2023-07-31,"Lewis",0,0.0169728445261299,0,0,0,0,0,0.25860486524385,0,0,0,0,0,0.10002079078236,0,0.42228894299424,0,0.44120828301306,0.964382744159,0.71456877187992,1.04047743982457,0.81035637170789,1.65811200854576,0.55976874340847,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,"Morales",0,0,0,0,0,0,0,0.51438390344833,0,0,0,0,0,0,0,0.92138111068058,0,0.84469118422321,0.87273123735574,1.20048800015202,1.13492113237667,0,0,0,0,0,0,0,0,0,0,0.22553132446099,0,0,0
2023-07-28,"Morales",0,0,0,0,0,0,0,0,0,0,0,0.31332347496779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3501322755311,0,0,0,0,0
2023-07-28,"Sawant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27,"Lewis",0.81551129353142,0,0,0,0,0,0,0,0,0,0,0,0,0.13004161878829,0.01355516363692,0,0,0,0,0,0,0,0,0.44165060398598,0,0,0,0,0,0.20376186114001,0,0,0.47319829333253,0.25404463272507,0.36694220742135
2023-07-25,"Herbold",0,2.1475782199041,0.85152859880849,0,0,0,0,0,0,0.84405690949552,0,0,0,0.57060539124891,0.76311941163083,0,0,0,0.0308279992152101,0,0,1.20562517082064,0,0,0,0,0,0.0269898201737,0.00975515124949999,0,0,0,0,0.00350826423880002,2.21384709483417
2023-07-25,"Morales",0.55674201207098,0,0,0,0,0,0,0,0.55263847848871,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88183744048747,0.47777805370465,0,0,0,0,0.12672733347006,0,0,0,0,0,0
2023-07-21,"Lewis",0,0,0,0,0,0,0,0,0,0.84873407903968,0,0,0,0,0,0,0,2.53859458032891,0.6655822874514,0.02358760787381,0.09973150470553,1.14984064852422,0,0.94022567064472,0,0,0,0,1.29444818210763,0.56900252472581,0,0,0,0,0
2023-07-21,"Kshama",0,0,0,0,0,0,0,0,0,0,0,0.08243804880896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,"Sawant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95189312112462,0,0,0,0,0
2023-06-22,"Morales",0,0,0,0,0,0,0,0,0,0,0,0.34602969605386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-22,"Sawant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-20,"Strauss",0,0,0,0,0,0,0,0,0,0,0,0.33747063555501,0,0.65262617676353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6416739601636,0
2023-06-20,"Herbold",0,0,0,0,0,0,0,0,0,0.67970393648085,0.24751055854287,0,0.66545810465754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-07,"Pedersen",0,0,0.9721057606099,0.94072163092535,1.39518686836294,2.475038514209,1.23819466629717,0,0,0,0,0,0,1.17167387111184,0,0,0.38649902868518,0,0,0,0,0,0,0,0,0,0,0,0.42967021865752,1.76521865795047,0,0,0.788015721445,0,0
2023-06-07,"Herbold",0,0.25749470786289,0,0,0,0,0,0,0.39535117768929,0,0,0,0,0.77593284151613,0.54332554592139,0,0.46398973053361,2.1817324935027,1.11663776770339,1.28067664838984,1.54521242623774,0,0,0,0,0,0,0,0.76258821847869,0,0,0,0,0,0.98377488929556
2023-06-07,"Lewis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.13190405305904,0,0,0,0.90694141830113,0,0,0,0,0.4135009621711,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-06,"Herbold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95722892666849,0,0.92488813438745,1.12921571345135,1.15001861964568,1.20823931443059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
